vehicle_id,vehicle_model,engine_temperature,speed,latitude,longitude,battery_efficiency,timestamp
VH_03049,Toyota Camry,105.3,147.2,15.869916,48.669516,95.2,2024-11-29 22:42:12
VH_03050,Tesla Model 3,115.2,141.0,19.692047,-139.509035,95.5,2024-11-11 21:21:53
VH_03051,Tesla Model 3,65.1,31.2,-14.777458,131.721147,96.9,2024-11-07 02:42:40
VH_03052,Tesla Model 3,90.7,117.4,-9.995141,-79.297822,83.6,2024-11-03 15:04:44
VH_03053,Tesla Model 3,97.2,58.3,42.360865,12.761223,83.3,2024-11-09 02:00:14
VH_03054,Mercedes EQS,116.0,11.2,-55.167177,-122.839407,89.8,2024-11-02 06:02:59
VH_03055,Toyota Camry,118.9,30.1,85.687235,19.226262,97.0,2024-11-13 13:23:28
VH_03056,Mercedes EQS,85.1,90.6,-31.672086,86.634592,78.1,2024-11-20 19:45:51
VH_03057,Honda Civic,,102.2,57.325242,115.88961,89.4,2024-11-13 21:03:40
VH_03058,BMW X5,101.7,46.3,56.982531,-56.649147,80.9,2024-11-11 13:25:40
VH_03059,BMW X5,87.9,45.1,-0.932752,146.210474,77.8,2024-11-22 10:24:24
VH_03060,Ford F-150,,125.4,19.079242,-30.033292,84.4,2024-11-23 05:46:52
VH_03061,Toyota Camry,63.2,78.1,-64.389744,41.335806,85.0,2024-11-23 00:40:08
VH_03062,Toyota Camry,69.2,55.1,-18.200605,-157.93318,88.0,2024-11-25 21:16:47
VH_03063,BMW X5,68.8,72.2,39.519552,74.679755,92.7,2024-11-13 11:36:36
VH_03064,Tesla Model 3,61.6,61.5,65.823612,-153.168545,85.5,2024-11-21 14:16:53
VH_03065,Tesla Model 3,83.2,129.1,7.694774,-176.193192,76.0,2024-11-20 11:41:14
VH_03066,BMW X5,120.0,174.5,13.90113,-47.634402,71.9,2024-11-23 15:10:35
VH_03067,Chevrolet Bolt,71.5,22.2,-58.643967,94.230726,77.9,2024-11-28 00:32:15
VH_03068,Hyundai Ioniq,74.3,67.2,33.421128,-150.045897,82.0,2024-11-01 20:58:41
VH_03069,Hyundai Ioniq,96.2,175.9,10.146041,-85.791154,70.6,2024-11-22 08:37:40
VH_03070,Honda Civic,,126.4,-5.169401,69.170106,93.4,2024-11-20 10:29:01
VH_03071,Mercedes EQS,113.9,66.1,-82.906274,-11.757858,73.1,2024-11-03 15:51:46
VH_03072,Hyundai Ioniq,77.1,51.3,-49.511628,171.015087,87.4,2024-11-22 11:42:23
VH_03073,Mercedes EQS,87.2,27.3,74.162141,-31.577807,90.1,2024-11-16 21:35:31
VH_03074,Tesla Model 3,65.5,166.7,12.716984,-179.81864,90.3,2024-11-03 11:24:53
VH_03075,Tesla Model 3,89.8,132.6,-84.946131,-116.420212,81.2,2024-11-08 05:07:42
VH_03076,Hyundai Ioniq,77.3,85.2,33.493961,154.904479,76.9,2024-11-30 23:45:30
VH_03077,Chevrolet Bolt,64.9,178.2,-59.01325,144.439267,84.1,2024-11-30 06:35:58
VH_03078,Tesla Model 3,98.9,121.4,27.711505,129.634407,80.0,2024-11-12 04:02:55
VH_03079,BMW X5,85.3,107.1,44.724799,-17.530203,79.3,2024-11-09 02:34:01
VH_03080,Mercedes EQS,83.0,122.1,20.795417,87.118506,90.1,2024-11-09 01:07:42
VH_03081,Tesla Model 3,65.0,51.2,-27.140054,78.767537,83.2,2024-11-02 21:50:43
VH_03082,Tesla Model 3,107.2,153.1,-73.275181,143.305675,75.6,2024-11-23 06:17:28
VH_03083,Toyota Camry,119.0,138.1,66.311685,104.189303,93.9,2024-11-20 04:45:20
VH_03084,Honda Civic,106.3,123.6,-9.488039,12.086353,92.3,2024-11-19 06:54:55
VH_03085,Mercedes EQS,60.3,95.4,-28.169092,96.055838,94.3,2024-11-23 05:22:53
VH_03086,BMW X5,99.4,144.0,3.773698,41.53572,81.7,2024-11-25 17:11:27
VH_03087,Toyota Camry,76.4,110.2,2.79145,-103.882001,94.6,2024-11-17 09:06:36
VH_03088,Tesla Model 3,70.3,132.2,31.291281,-20.084861,78.0,2024-11-02 07:14:05
VH_03089,BMW X5,94.7,78.6,-57.121677,-45.401267,77.3,2024-11-08 01:21:11
VH_03090,Tesla Model 3,104.2,19.7,72.245197,-147.409498,98.9,2024-11-26 03:36:17
VH_03091,Ford F-150,101.6,12.7,6.161783,-32.27095,82.7,2024-11-25 20:08:55
VH_03092,Toyota Camry,100.1,130.8,17.361773,114.662314,72.3,2024-11-18 07:53:43
VH_03093,BMW X5,84.7,90.0,-52.26396,114.744332,83.6,2024-11-10 15:20:19
VH_03094,Tesla Model 3,101.6,153.3,-88.503458,93.369447,96.5,2024-11-08 04:11:44
VH_03095,Tesla Model 3,85.1,27.9,20.915936,161.377556,89.9,2024-11-07 12:25:09
VH_03096,Mercedes EQS,,153.3,-36.628793,117.444371,94.7,2024-11-26 02:23:49
VH_03097,Toyota Camry,115.6,165.8,8.650954,-143.289134,88.3,2024-11-04 02:50:32
VH_03098,BMW X5,108.3,84.7,32.956014,39.186083,86.2,2024-11-22 16:37:31
VH_03099,Tesla Model 3,60.3,31.4,-45.37681,-15.959804,73.1,2024-11-27 14:03:02
VH_03100,Tesla Model 3,100.9,177.6,68.324223,-150.982537,82.9,2024-11-23 05:37:18
VH_03101,Honda Civic,80.2,8.5,-41.143711,108.219498,88.6,2024-11-09 18:47:52
VH_03102,Tesla Model 3,111.9,151.0,21.541231,1.240925,89.5,2024-11-23 02:06:31
VH_03103,Hyundai Ioniq,92.5,83.0,-5.285317,-74.450139,79.9,2024-11-13 12:34:16
VH_03104,BMW X5,105.5,174.0,-47.591972,-178.462297,97.5,2024-11-07 14:40:33
VH_03105,BMW X5,94.9,124.5,-51.654819,178.099553,97.5,2024-11-16 22:29:21
VH_03106,Tesla Model 3,86.1,125.2,-30.083158,176.776685,99.6,2024-11-29 05:24:40
VH_03107,Mercedes EQS,82.6,44.9,18.505911,-140.083231,95.2,2024-11-26 15:08:53
VH_03108,Ford F-150,77.7,108.7,-14.052182,103.796561,80.5,2024-11-06 18:26:42
VH_03109,BMW X5,64.2,64.8,9.789194,-35.257358,91.2,2024-11-12 15:36:41
VH_03110,Tesla Model 3,63.7,169.5,-6.239886,56.603114,80.1,2024-11-13 05:58:40
VH_03111,Honda Civic,112.0,174.2,-71.615141,-167.355643,91.2,2024-11-22 19:43:04
VH_03112,Honda Civic,78.0,44.7,-51.627631,-21.602654,90.3,2024-11-24 21:17:20
VH_03113,Chevrolet Bolt,84.8,116.8,-38.831614,-15.635425,96.2,2024-11-21 07:26:10
VH_03114,Tesla Model 3,63.8,145.2,-66.589471,-152.460743,86.3,2024-11-01 16:42:10
VH_03115,Tesla Model 3,110.8,100.4,-2.111394,92.98661,71.4,2024-11-20 04:18:59
VH_03116,BMW X5,79.1,158.8,-27.590967,130.235795,79.9,2024-11-20 11:35:41
VH_03117,Mercedes EQS,81.2,58.7,60.008526,-151.234246,97.9,2024-11-09 00:31:37
VH_03118,Honda Civic,93.1,94.0,-29.054063,-152.630463,75.1,2024-11-26 09:42:07
VH_03119,Toyota Camry,82.9,105.1,74.039797,-66.204426,98.6,2024-11-14 05:29:45
VH_03120,Ford F-150,115.3,109.0,47.012372,-116.782877,85.0,2024-11-08 14:07:29
VH_03121,Honda Civic,110.4,178.2,-9.178645,-167.038795,74.6,2024-11-12 18:34:41
VH_03122,BMW X5,73.2,121.4,56.608432,14.541852,96.0,2024-11-23 08:15:18
VH_03123,Chevrolet Bolt,104.0,155.7,-52.270528,-122.636851,70.5,2024-11-22 00:00:17
VH_03124,Chevrolet Bolt,91.4,176.4,-67.180317,-20.694973,96.2,2024-11-24 07:51:29
VH_03125,Tesla Model 3,68.2,170.1,36.436218,100.00655,75.6,2024-11-07 23:48:05
VH_03126,Chevrolet Bolt,104.3,176.7,40.027542,-126.164439,85.2,2024-11-24 10:52:20
VH_03127,BMW X5,73.6,48.4,84.590867,164.371679,70.2,2024-11-09 20:02:29
VH_03128,BMW X5,73.7,39.9,24.790819,-55.094856,96.1,2024-11-18 21:04:50
VH_03129,BMW X5,80.5,76.6,-55.281992,54.134668,95.8,2024-11-22 23:41:07
VH_03130,Tesla Model 3,102.8,6.6,-44.155883,-103.332407,85.9,2024-11-29 08:25:20
VH_03131,Ford F-150,63.7,22.6,-6.789209,88.367062,90.1,2024-11-07 03:27:27
VH_03132,Chevrolet Bolt,80.7,166.4,-9.3308,148.175915,79.4,2024-11-08 22:09:41
VH_03133,Honda Civic,62.5,130.8,-62.569261,-56.814135,78.7,2024-11-20 22:19:08
VH_03134,Chevrolet Bolt,103.6,126.1,-49.87229,28.385015,83.5,2024-11-23 05:47:14
VH_03135,Honda Civic,77.6,18.7,-4.198298,20.850333,95.6,2024-11-04 08:33:58
VH_03136,Tesla Model 3,95.0,114.8,65.56084,-36.096872,89.3,2024-11-12 07:17:09
VH_03137,Tesla Model 3,110.5,177.6,-28.211455,39.139974,78.9,2024-11-14 12:31:10
VH_03138,Honda Civic,115.6,47.6,30.803232,-0.194024,76.8,2024-11-10 02:21:04
VH_03139,Ford F-150,97.4,12.7,34.161055,-77.967547,88.1,2024-11-18 02:24:00
VH_03140,Ford F-150,115.1,78.8,-88.09786,125.645392,96.7,2024-11-12 14:37:55
VH_03141,Hyundai Ioniq,75.7,56.3,61.254944,63.8961,78.4,2024-11-08 18:01:02
VH_03142,Hyundai Ioniq,61.9,74.3,24.512409,34.070345,76.2,2024-11-05 03:11:56
VH_03143,Tesla Model 3,103.1,40.6,81.938736,27.331427,70.9,2024-11-06 16:41:50
VH_03144,Toyota Camry,116.7,89.8,66.086127,-44.668366,86.3,2024-11-13 00:39:03
VH_03145,Tesla Model 3,93.0,9.6,70.396654,17.321193,99.9,2024-11-02 20:29:44
VH_03146,Hyundai Ioniq,61.0,21.1,57.349707,-105.585822,78.4,2024-11-10 14:22:07
VH_03147,Toyota Camry,87.5,23.3,28.068665,-3.23922,85.3,2024-11-23 08:52:45
VH_03148,Tesla Model 3,79.1,68.6,19.467529,57.618089,81.0,2024-11-29 05:20:25
VH_03149,Honda Civic,77.7,172.9,-28.687212,-56.426506,87.1,2024-11-18 20:34:11
VH_03150,Ford F-150,80.6,161.4,-46.801711,46.509733,74.0,2024-11-05 00:40:38
VH_03151,Honda Civic,78.0,65.6,70.21649,122.342769,96.9,2024-11-28 03:27:28
VH_03152,Mercedes EQS,80.7,28.9,-33.670327,86.064676,89.9,2024-11-18 19:33:17
VH_03153,Honda Civic,116.0,169.6,70.959613,98.510444,89.4,2024-11-25 07:16:07
VH_03154,Tesla Model 3,105.6,71.0,-33.599685,134.519836,88.3,2024-11-09 23:30:37
VH_03155,Tesla Model 3,109.9,67.4,-36.828681,-73.493449,74.5,2024-11-10 22:16:14
VH_03156,BMW X5,108.4,24.4,23.52151,95.412319,96.5,2024-11-23 11:42:04
VH_03157,Tesla Model 3,90.8,139.4,-64.530621,162.385711,75.7,2024-11-18 14:11:55
VH_03158,BMW X5,74.5,130.2,-73.518855,-119.328714,99.8,2024-11-14 20:54:02
VH_03159,Toyota Camry,,126.4,14.894918,179.5206,83.1,2024-11-15 01:21:49
VH_03160,Ford F-150,107.7,4.0,-44.907391,-116.630122,91.5,2024-11-27 18:45:02
VH_03161,Chevrolet Bolt,81.7,149.5,-60.342124,-7.849727,79.5,2024-11-28 13:58:52
VH_03162,Hyundai Ioniq,61.6,166.5,-3.878483,148.715337,72.7,2024-11-12 11:44:12
VH_03163,Hyundai Ioniq,79.5,73.2,-74.4581,144.015982,72.6,2024-11-06 12:38:55
VH_03164,BMW X5,78.2,173.4,85.930946,-85.684997,85.1,2024-11-18 19:27:27
VH_03165,Chevrolet Bolt,72.1,108.1,33.411289,-24.334077,75.3,2024-11-23 09:53:49
VH_03166,BMW X5,85.0,33.4,-46.941007,114.979163,73.5,2024-11-06 15:43:44
VH_03167,Chevrolet Bolt,106.4,111.5,68.913206,74.789797,85.1,2024-11-11 20:43:56
VH_03168,Chevrolet Bolt,77.4,154.7,10.887022,-121.405984,85.8,2024-11-30 05:46:44
VH_03169,Honda Civic,92.7,95.1,-77.357576,-43.255388,82.4,2024-11-18 11:58:14
VH_03170,Mercedes EQS,67.0,103.0,31.698069,132.789464,71.1,2024-11-08 11:30:57
VH_03171,Tesla Model 3,73.0,57.8,83.560612,81.74162,90.9,2024-11-05 13:38:04
VH_03172,BMW X5,69.1,136.9,68.580276,45.37271,84.7,2024-11-15 13:58:58
VH_03173,Toyota Camry,102.7,125.2,-77.543152,-5.668875,70.3,2024-11-11 13:35:11
VH_03174,BMW X5,114.1,16.6,-69.27273,2.223953,92.9,2024-11-15 02:31:46
VH_03175,Honda Civic,108.8,5.4,-46.948006,-105.860069,74.8,2024-11-13 02:07:26
VH_03176,Mercedes EQS,107.9,106.6,-12.625681,164.933867,72.3,2024-11-26 04:57:24
VH_03177,Chevrolet Bolt,83.5,10.4,38.80048,-16.638501,92.5,2024-11-08 10:50:09
VH_03178,Tesla Model 3,111.6,82.7,-49.303143,117.183449,92.7,2024-11-11 03:27:53
VH_03179,Chevrolet Bolt,61.6,35.3,-0.456638,51.29631,91.8,2024-11-05 12:08:43
VH_03180,Tesla Model 3,111.2,134.0,48.451155,-66.435392,96.7,2024-11-22 08:02:44
VH_03181,Ford F-150,118.3,171.7,46.744588,26.399201,81.4,2024-11-10 23:44:39
VH_03182,Toyota Camry,83.9,83.1,-87.540431,33.770872,78.4,2024-11-29 23:47:01
VH_03183,Tesla Model 3,118.1,71.5,18.827289,130.066856,74.1,2024-11-13 00:43:46
VH_03184,Toyota Camry,87.7,5.3,-70.542909,65.227408,85.7,2024-11-01 10:22:19
VH_03185,Hyundai Ioniq,94.8,156.0,-78.173754,56.14717,86.8,2024-11-10 14:34:15
VH_03186,Chevrolet Bolt,73.0,38.8,-84.488255,90.949018,80.1,2024-11-26 22:45:25
VH_03187,Ford F-150,77.6,158.7,7.508043,9.407791,75.8,2024-11-09 07:20:43
VH_03188,BMW X5,80.1,131.8,61.331329,-2.560498,74.3,2024-11-16 18:40:43
VH_03189,Chevrolet Bolt,110.3,25.4,-22.709906,160.398203,92.3,2024-11-18 06:51:08
VH_03190,Toyota Camry,112.2,38.1,48.473274,141.899536,98.6,2024-11-02 03:52:33
VH_03191,Honda Civic,115.2,93.5,-60.28323,90.356764,82.9,2024-11-27 08:14:45
VH_03192,Tesla Model 3,72.4,127.9,-54.818629,136.092398,95.2,2024-11-10 08:17:19
VH_03193,Toyota Camry,74.4,3.1,-43.542429,-95.26116,77.7,2024-11-18 16:11:53
VH_03194,Tesla Model 3,84.8,161.7,-40.775395,-24.938067,84.4,2024-11-13 21:37:11
VH_03195,BMW X5,73.9,138.0,-66.551505,-35.883096,73.2,2024-11-17 03:52:32
VH_03196,Mercedes EQS,70.1,79.6,-18.065547,-136.141821,80.8,2024-11-15 15:45:00
VH_03197,Tesla Model 3,,18.6,44.87341,-83.032288,94.0,2024-11-18 22:55:53
VH_03198,Tesla Model 3,92.6,127.2,38.041069,73.097117,96.7,2024-11-04 12:41:30
VH_03199,Honda Civic,82.9,18.4,-20.392116,-168.822828,75.9,2024-11-19 04:58:02
VH_03200,Tesla Model 3,91.0,29.9,44.732832,-172.0313,80.0,2024-11-17 11:52:42
VH_03201,Toyota Camry,76.2,174.8,73.758042,-116.83802,81.9,2024-11-12 23:32:28
VH_03202,Tesla Model 3,105.2,166.5,79.755353,169.544451,99.8,2024-11-25 06:20:46
VH_03203,Toyota Camry,119.3,145.3,-54.287172,135.822603,90.3,2024-11-16 06:43:22
VH_03204,Toyota Camry,80.3,102.0,31.422093,103.65454,70.9,2024-11-12 04:58:47
VH_03205,Honda Civic,111.1,16.7,81.950589,51.670383,74.1,2024-11-25 02:30:52
VH_03206,BMW X5,117.4,174.4,-22.246694,31.336182,97.2,2024-11-07 02:27:36
VH_03207,Honda Civic,99.1,130.8,47.87148,87.748063,94.1,2024-11-19 23:03:26
VH_03208,BMW X5,73.9,66.2,51.498641,-160.072273,87.4,2024-11-22 21:25:53
VH_03209,Toyota Camry,107.4,34.9,-84.712201,77.808949,87.2,2024-11-20 17:28:32
VH_03210,Ford F-150,114.4,6.0,-69.569646,-111.968677,94.1,2024-11-13 14:28:52
VH_03211,Toyota Camry,105.2,170.5,-46.701345,113.848737,88.9,2024-11-28 06:44:45
VH_03212,Mercedes EQS,112.3,173.0,56.331361,-167.786588,90.7,2024-11-09 09:14:02
VH_03213,Toyota Camry,115.7,59.5,28.93796,-59.261756,91.3,2024-11-15 19:12:43
VH_03214,Toyota Camry,95.6,64.0,-38.684911,89.584771,82.8,2024-11-16 23:39:57
VH_03215,BMW X5,110.1,176.6,45.283159,-8.647512,90.9,2024-11-18 04:07:24
VH_03216,Honda Civic,67.8,61.7,0.088155,168.202475,73.4,2024-11-04 05:52:14
VH_03217,Tesla Model 3,86.8,48.8,-7.02769,58.415038,78.5,2024-11-16 11:34:25
VH_03218,Toyota Camry,74.1,121.3,56.900643,76.175568,86.5,2024-11-08 21:06:01
VH_03219,Tesla Model 3,114.6,92.6,-2.445597,-147.205299,98.7,2024-11-03 05:48:25
VH_03220,Ford F-150,86.7,83.7,83.872033,-142.761658,90.5,2024-11-14 18:43:56
VH_03221,Honda Civic,80.3,72.9,-76.519402,85.836944,71.2,2024-11-14 03:15:11
VH_03222,Honda Civic,106.7,169.2,-35.687596,-78.537003,91.0,2024-11-15 00:01:59
VH_03223,Honda Civic,102.3,114.7,70.118518,-91.719566,91.4,2024-11-08 06:28:23
VH_03224,Ford F-150,113.2,160.5,-53.641224,-103.223721,75.1,2024-11-26 23:10:29
VH_03225,Tesla Model 3,102.8,154.7,28.518288,26.560189,86.6,2024-11-11 02:28:33
VH_03226,Hyundai Ioniq,68.3,159.3,-21.895719,49.396928,98.5,2024-11-23 22:19:52
VH_03227,Honda Civic,65.0,93.2,-66.618963,82.35355,99.5,2024-11-26 11:18:12
VH_03228,Honda Civic,117.6,172.8,31.52444,7.82661,87.8,2024-11-04 13:01:58
VH_03229,Tesla Model 3,116.2,87.8,13.834393,-138.242324,82.5,2024-11-04 16:37:26
VH_03230,BMW X5,84.1,45.8,38.261518,-150.57868,73.1,2024-11-29 06:41:20
VH_03231,Toyota Camry,74.5,136.5,-7.654223,108.08799,75.2,2024-11-15 15:49:29
VH_03232,Ford F-150,89.4,172.7,56.399954,61.384876,97.5,2024-11-17 08:01:47
VH_03233,Tesla Model 3,71.1,89.5,39.890163,-6.173026,78.8,2024-11-25 01:23:20
VH_03234,Tesla Model 3,63.4,100.9,69.724099,47.708286,80.2,2024-11-09 09:04:20
VH_03235,Ford F-150,65.7,15.6,26.964254,97.522007,94.8,2024-11-27 17:29:49
VH_03236,Toyota Camry,105.3,73.1,12.915225,30.800136,88.4,2024-11-20 16:52:06
VH_03237,Chevrolet Bolt,61.2,97.4,-25.09456,78.812806,76.1,2024-11-11 10:30:07
VH_03238,Honda Civic,98.8,65.0,-78.628084,-69.32201,92.7,2024-11-26 17:02:10
VH_03239,BMW X5,66.5,129.1,59.239542,-111.991712,99.8,2024-11-23 22:22:12
VH_03240,Chevrolet Bolt,,136.3,16.870938,174.187795,83.4,2024-11-12 22:34:21
VH_03241,Toyota Camry,106.6,95.0,2.180862,83.94305,97.6,2024-11-22 02:23:47
VH_03242,Tesla Model 3,116.4,40.5,-83.414798,108.197444,93.8,2024-11-02 16:55:16
VH_03243,Honda Civic,113.4,92.7,-40.866764,-82.324833,74.6,2024-11-22 03:02:16
VH_03244,BMW X5,78.3,79.2,-16.314122,66.281296,88.5,2024-11-17 20:59:55
VH_03245,Toyota Camry,88.5,51.6,65.426757,112.346675,81.8,2024-11-22 10:32:59
VH_03246,Hyundai Ioniq,88.3,64.9,-40.2882,98.429088,85.3,2024-11-25 09:02:29
VH_03247,Honda Civic,119.9,48.9,-4.206773,-53.991009,95.8,2024-11-02 23:01:14
VH_03248,Toyota Camry,80.0,23.8,-63.150219,-113.075059,99.2,2024-11-20 06:46:25
VH_03249,BMW X5,118.6,10.5,-67.498679,87.549015,89.9,2024-11-13 09:53:57
VH_03250,Mercedes EQS,117.2,66.8,-10.205746,-93.052048,88.4,2024-11-02 14:27:23
VH_03251,Mercedes EQS,87.7,139.5,-43.576124,93.815228,92.0,2024-11-12 00:35:27
VH_03252,Honda Civic,86.0,61.7,26.513301,-82.165339,82.0,2024-11-24 05:39:03
VH_03253,Toyota Camry,67.5,127.5,-53.980979,93.620278,87.2,2024-11-02 04:48:16
VH_03254,Mercedes EQS,107.9,151.3,68.35336,-36.201441,97.7,2024-11-20 19:34:52
VH_03255,Tesla Model 3,72.5,24.5,-11.794408,-101.844227,77.7,2024-11-08 06:07:12
VH_03256,Ford F-150,81.3,72.0,49.199502,97.480124,76.9,2024-11-07 18:53:37
VH_03257,Honda Civic,110.0,146.5,-0.487358,-116.383004,80.1,2024-11-29 03:26:04
VH_03258,Ford F-150,62.1,145.8,39.142935,116.838767,92.0,2024-11-03 13:59:24
VH_03259,Ford F-150,,124.7,-33.805067,55.792807,77.5,2024-11-02 15:38:49
VH_03260,Honda Civic,86.7,48.1,-55.60427,139.280113,75.9,2024-11-07 00:13:30
VH_03261,Chevrolet Bolt,92.2,145.9,-52.102419,-78.864926,82.0,2024-11-05 00:06:26
VH_03262,BMW X5,98.7,160.4,22.668637,-175.449127,83.9,2024-11-22 08:30:24
VH_03263,Chevrolet Bolt,91.4,128.0,22.733905,90.986785,90.6,2024-11-06 12:26:14
VH_03264,Toyota Camry,85.3,118.6,7.263677,141.712354,89.6,2024-11-19 17:54:43
VH_03265,Honda Civic,110.6,64.2,-35.558688,119.519555,74.3,2024-11-18 20:20:32
VH_03266,Tesla Model 3,101.8,142.5,-6.557862,60.7382,83.1,2024-11-02 11:05:21
VH_03267,Tesla Model 3,102.8,113.3,-8.945603,53.169467,99.7,2024-11-30 06:00:14
VH_03268,Mercedes EQS,91.8,111.0,-42.646688,166.159249,85.8,2024-11-27 23:53:41
VH_03269,Toyota Camry,108.2,6.8,18.581446,40.899291,88.2,2024-11-26 03:22:32
VH_03270,Tesla Model 3,100.7,14.5,-22.986999,-94.311897,72.8,2024-11-25 17:58:14
VH_03271,Honda Civic,94.9,121.4,83.511359,107.232413,93.4,2024-11-02 10:46:54
VH_03272,Mercedes EQS,60.7,78.5,67.851169,85.118808,85.7,2024-11-02 18:54:09
VH_03273,Mercedes EQS,87.5,178.3,-1.041787,-10.42875,96.1,2024-11-28 14:02:56
VH_03274,Tesla Model 3,91.9,44.4,10.712501,-50.985042,88.5,2024-11-01 01:07:47
VH_03275,Tesla Model 3,80.1,55.9,64.172932,-42.791884,74.6,2024-11-16 18:56:55
VH_03276,Mercedes EQS,105.6,43.6,31.86083,-73.8157,87.2,2024-11-21 03:04:53
VH_03277,Ford F-150,96.2,110.7,75.051691,-75.949066,76.0,2024-11-28 07:48:19
VH_03278,Mercedes EQS,107.3,51.5,-24.787106,100.33028,89.6,2024-11-10 15:08:12
VH_03279,Ford F-150,63.5,88.3,-84.363952,-126.137872,95.6,2024-11-01 18:17:31
VH_03280,Tesla Model 3,104.2,170.1,79.202634,-43.139009,81.3,2024-11-09 03:26:12
VH_03281,Chevrolet Bolt,83.4,143.1,-53.120203,73.611676,75.6,2024-11-10 22:15:56
VH_03282,Tesla Model 3,90.3,48.2,-51.511126,172.687869,82.8,2024-11-20 00:03:25
VH_03283,Tesla Model 3,,17.3,-67.708373,37.154933,79.1,2024-11-26 05:08:30
VH_03284,Toyota Camry,103.2,130.9,44.602179,-105.165824,95.8,2024-11-08 11:42:59
VH_03285,Honda Civic,78.3,136.0,49.2389,20.743375,87.1,2024-11-10 14:20:23
VH_03286,Mercedes EQS,90.8,110.5,23.418167,-79.418468,84.5,2024-11-21 21:51:17
VH_03287,Hyundai Ioniq,107.2,110.9,-85.8224,-108.782092,72.9,2024-11-21 03:18:58
VH_03288,Tesla Model 3,116.3,127.3,29.134045,49.860222,86.8,2024-11-01 16:52:09
VH_03289,Toyota Camry,105.1,146.6,38.839037,-29.351916,98.8,2024-11-15 13:41:48
VH_03290,Tesla Model 3,89.6,38.4,82.87227,-95.828664,83.2,2024-11-27 15:45:02
VH_03291,Hyundai Ioniq,104.7,141.5,80.056705,-62.790513,85.0,2024-11-28 19:07:38
VH_03292,Tesla Model 3,79.9,78.6,75.310353,-148.364738,75.7,2024-11-27 07:50:56
VH_03293,Tesla Model 3,78.2,80.9,-73.697239,10.319456,92.6,2024-11-25 09:24:16
VH_03294,Ford F-150,86.7,44.2,-42.475864,-164.377418,94.6,2024-11-25 15:59:32
VH_03295,Tesla Model 3,72.9,7.3,-61.606325,-63.586756,74.5,2024-11-03 04:31:14
VH_03296,Honda Civic,94.2,106.5,31.15194,-79.049237,94.1,2024-11-09 00:42:16
VH_03297,Hyundai Ioniq,73.3,139.4,-48.205013,-89.591286,82.2,2024-11-17 00:27:02
VH_03298,BMW X5,66.7,147.6,33.485265,-40.004678,94.7,2024-11-25 11:40:23
VH_03299,Toyota Camry,60.3,98.3,-52.276149,132.401305,82.6,2024-11-15 02:44:01
VH_03300,Tesla Model 3,60.0,53.9,54.428575,-103.702479,82.1,2024-11-22 10:08:50
VH_03301,Tesla Model 3,85.8,164.5,-67.945379,87.003921,72.5,2024-11-04 22:26:46
VH_03302,Chevrolet Bolt,66.9,60.8,87.302333,-94.413691,87.2,2024-11-20 15:55:46
VH_03303,Toyota Camry,118.7,99.2,-16.420441,0.975041,97.8,2024-11-04 09:42:26
VH_03304,Chevrolet Bolt,114.2,8.0,51.809202,-71.028751,79.4,2024-11-30 05:35:16
VH_03305,BMW X5,73.0,23.6,7.885448,77.273561,89.8,2024-11-01 01:28:44
VH_03306,Hyundai Ioniq,73.4,56.5,44.857469,95.911242,70.8,2024-11-29 10:52:49
VH_03307,Chevrolet Bolt,111.3,34.7,3.358489,-141.865913,96.3,2024-11-02 12:18:42
VH_03308,Honda Civic,111.3,145.9,64.107112,-145.916317,86.3,2024-11-19 04:39:11
VH_03309,Hyundai Ioniq,83.1,164.6,55.515515,35.185471,88.2,2024-11-29 01:52:58
VH_03310,Mercedes EQS,114.8,112.6,40.324206,-166.974464,80.7,2024-11-06 20:45:31
VH_03311,Mercedes EQS,100.3,133.1,16.760812,119.99311,87.3,2024-11-26 20:07:18
VH_03312,BMW X5,90.1,143.1,-1.358076,-6.11022,86.1,2024-11-16 02:33:40
VH_03313,Ford F-150,68.9,153.1,37.284358,90.436886,98.4,2024-11-28 02:41:57
VH_03314,BMW X5,117.3,152.5,88.061194,-173.781868,97.6,2024-11-05 22:09:17
VH_03315,Tesla Model 3,65.0,173.3,-50.399417,112.600951,72.2,2024-11-10 10:51:26
VH_03316,Tesla Model 3,81.2,173.1,-82.423574,133.752078,95.8,2024-11-13 20:57:52
VH_03317,Honda Civic,63.1,178.6,-51.62447,134.201556,72.2,2024-11-23 20:58:11
VH_03318,BMW X5,91.3,62.8,-62.190086,-18.372297,86.2,2024-11-19 20:49:17
VH_03319,Mercedes EQS,64.1,165.3,80.506516,-114.727288,82.4,2024-11-07 08:59:06
VH_03320,Toyota Camry,99.0,165.0,89.041919,33.08724,94.9,2024-11-04 13:33:16
VH_03321,Ford F-150,89.4,16.8,-70.169864,19.572231,71.4,2024-11-04 01:57:02
VH_03322,Tesla Model 3,114.0,120.1,-66.283258,60.542877,89.4,2024-11-12 03:59:43
VH_03323,Hyundai Ioniq,96.9,109.6,-50.10264,-158.656576,79.7,2024-11-29 08:04:44
VH_03324,Toyota Camry,90.5,89.2,39.715793,-131.163105,82.9,2024-11-08 07:30:44
VH_03325,Hyundai Ioniq,107.4,146.9,-28.648145,-25.029069,89.7,2024-11-25 12:14:44
VH_03326,BMW X5,119.8,146.8,62.247323,137.330334,91.1,2024-11-06 05:31:23
