vehicle_id,vehicle_model,engine_temp,speed,latitude,longitude,battery_efficiency,miles
EV-040,Kona Electric,39.8,21.4,13.10863,80.23311,4.09,13734.3
EV-052,MG ZS EV,41.8,59.2,12.92262,80.27181,4.12,7074.6
EV-016,MG ZS EV,51.4,61.2,13.15021,80.18554,3.26,2151.1
EV-013,MG ZS EV,32.9,54.3,13.10075,80.27807,4.3,10675.6
EV-030,XUV400,22,13.9,13.05018,80.28747,4.36,9952.7
EV-019,Model 3,43.2,40.9,13.17929,80.36788,3.96,14443.2
EV-017,Ioniq 5,27.2,21.1,13.13194,80.42328,4.24,6625.5
EV-063,Model 3,35.1,0,13.23962,80.24929,4.52,4020.6
EV-019,Model 3,40.2,18.9,12.97025,80.16883,3.56,904.6
EV-092,Model 3,42.1,68.1,12.97651,80.3015,3.33,10998.2
EV-058,Model Y,40.3,59.9,12.98998,80.26,3.91,9261.1
EV-055,Nexon EV,37.3,27.6,13.0599,80.25645,4.01,14589.3
EV-090,Kona Electric,38,15.3,13.20975,80.14181,4.16,10683.9
EV-090,Kona Electric,42.3,61.4,13.03281,80.27859,3.95,13997.8
EV-062,Model 3,25.9,0,13.03452,80.30453,4.2,14873.7
EV-023,Model 3,46.5,45,13.11608,80.35017,3.88,6429.3
EV-009,Model 3,39.7,62,13.15015,80.23026,3.59,2258.7
EV-012,MG ZS EV,38.2,30,12.90376,80.20467,4.62,2941.8
EV-001,Kona Electric,35.6,0,13.16588,80.22962,4.03,4779
EV-058,Model Y,41.6,32.2,13.03028,80.34539,4.54,7635.9
EV-001,Kona Electric,43.5,52.4,13.07451,80.38159,4.42,1840.7
EV-034,MG ZS EV,35.3,21.6,13.19616,80.36038,3.69,4529.3
EV-096,Ioniq 5,34.9,21.5,13.06538,80.32252,4.29,4620.4
EV-048,Model Y,36.4,19.3,12.96015,80.26813,3.57,66.3
EV-089,XUV400,40.1,21.5,12.96479,80.2806,4.65,5315.8
EV-001,Kona Electric,29,21.4,13.08037,80.29226,4.08,1746.7
EV-016,MG ZS EV,41.6,53,13.05595,80.25053,3.9,6448.5
EV-061,Ioniq 5,27.6,0,13.08746,80.34183,3.65,2952.1
EV-064,Nexon EV,47.6,52.8,13.0506,80.13848,3.56,12332.6
EV-063,Model 3,33.8,0,13.18201,80.15328,4.09,1212.5
EV-069,Model Y,33.2,27.4,13.08468,80.13834,4.04,12985.6
EV-022,Ioniq 5,34.1,0,12.94166,80.20652,3.85,8710
EV-093,Model Y,35.1,25.8,13.14802,80.3784,4.35,6882.3
EV-067,Model 3,34.4,26.7,13.2352,80.17558,4,8248.4
EV-076,MG ZS EV,27.8,40.2,13.09509,80.17853,3.6,5644.8
EV-026,Nexon EV,30,25.8,13.1013,80.20467,4.29,1918.5
EV-016,MG ZS EV,36.7,45,13.02031,80.3593,3.54,11489.4
EV-051,XUV400,23.6,0,13.0633,80.38552,3.23,13919
EV-086,Model 3,36,57.8,13.12293,80.3519,3.78,14251.3
EV-057,Model 3,35.7,51.4,13.17324,80.35686,3.46,10062.3
EV-029,Ioniq 5,32.7,38.5,13.11838,80.40285,4.07,6158.2
EV-078,Nexon EV,38.8,24.2,13.22814,80.12698,4.33,7178
EV-092,Model 3,27.7,1.1,13.09058,80.17271,4.39,9856.2
EV-069,Model Y,32.4,0,12.99296,80.21464,4.2,12347
EV-047,Kona Electric,33.2,25,12.99526,80.279,3.47,5621.6
EV-094,Model 3,37.8,53,13.18145,80.27874,3.55,13752.1
EV-062,Model 3,45,41.1,13.16327,80.27999,4,4867.5
EV-069,Model Y,32.9,0,12.95113,80.33744,4.01,7965.2
EV-076,MG ZS EV,39.6,47.8,13.06594,80.11727,3.57,14420.6
EV-016,MG ZS EV,30.8,21.7,13.06884,80.25947,3.82,14073.3
EV-090,Kona Electric,42.9,65.1,13.02258,80.29195,3.92,10437.7
EV-090,Kona Electric,38.4,28.9,12.96987,80.24466,4.2,4871.8
EV-048,Model Y,37.2,23.3,13.02081,80.28583,3.88,3289.4
EV-085,Ioniq 5,26,0,13.00643,80.35248,4.41,1206.7
EV-039,Model Y,31.2,17.4,12.97178,80.27568,3.47,10631.3
EV-100,Kona Electric,46.1,57.8,13.14903,80.44172,4.06,7554.2
EV-033,Nexon EV,31.5,24.7,13.10534,80.34677,4.27,8586.5
EV-094,Model 3,45.7,48.9,13.04557,80.29199,4.21,7088.5
EV-023,Model 3,31.4,17.8,12.91705,80.311,4.12,7246.8
EV-010,MG ZS EV,32.7,0,13.05877,80.33017,3.74,8571.2
EV-069,Model Y,31.1,0,13.12438,80.40553,4.24,13714.4
EV-100,Kona Electric,29.8,16.9,13.02382,80.36464,3.83,445.3
EV-034,MG ZS EV,33.5,47.1,12.9907,80.31184,4.04,12025.5
EV-052,MG ZS EV,32.6,34.3,13.07286,80.21241,3.71,5860.8
EV-095,Model 3,36.7,33,13.10951,80.30389,3.86,11175.1
EV-010,MG ZS EV,40.6,34.4,12.92271,80.31701,3.94,14228.2
EV-019,Model 3,32.4,0,13.19102,80.33293,4.16,4597.8
EV-058,Model Y,34.8,25,12.98277,80.21199,4.23,1347.9
EV-096,Ioniq 5,38.1,0,13.04888,80.32975,4.68,3488.3
EV-001,Kona Electric,38.6,53.1,13.1772,80.33474,3.9,3335.3
EV-069,Model Y,32,22.8,13.09273,80.17391,3.62,11129
EV-004,Kona Electric,31.2,35.2,13.17039,80.17459,4.32,932.6
EV-016,MG ZS EV,39.2,6.8,13.20699,80.36014,4.14,768.7
EV-024,Model Y,32.7,19.9,12.96593,80.20229,3.92,10405.7
EV-080,Model 3,34.9,47.9,13.15486,80.39372,3.78,8353
EV-002,Model Y,33.3,38.6,13.18874,80.24838,3.75,6269.4
EV-092,Model 3,38.1,0,13.05264,80.30149,3.74,8632.6
EV-032,Nexon EV,31.6,20.2,13.059,80.2976,3.51,11030
EV-091,Model 3,38,8.6,12.92966,80.21354,4.39,1556.6
EV-084,Ioniq 5,30.8,0,13.14519,80.38194,4.17,8301.5
EV-024,Model Y,32.8,56.8,12.87991,80.24846,3.8,12367.1
EV-012,MG ZS EV,36.6,52,13.1602,80.2754,3.61,5439.6
EV-050,MG ZS EV,37.9,50.5,12.96929,80.11213,4.32,11446.5
EV-035,MG ZS EV,33.6,18.4,13.19396,80.16379,3.43,12682.1
EV-033,Nexon EV,33.5,18,13.1144,80.36087,3.95,12314.8
EV-033,Nexon EV,34.2,32.1,13.16342,80.27026,4.39,9757.1
EV-061,Ioniq 5,31.3,27.2,13.01768,80.22385,3.2,10761.6
EV-051,XUV400,38.5,53.4,12.97602,80.22514,3.9,11816.2
EV-043,Kona Electric,36.4,14,12.94161,80.31459,3.74,11007
EV-012,MG ZS EV,31.1,53.6,13.17,80.37153,3.88,6777.9
EV-067,Model 3,45.3,57.1,13.13574,80.22576,3.6,2391
EV-065,Model 3,20,28,13.13857,80.35837,4.24,4649.4
EV-033,Nexon EV,35.6,26.6,13.10602,80.25789,4.49,3112.7
EV-040,Kona Electric,36.2,15.8,13.12621,80.31075,5.01,5424.9
EV-074,XUV400,29.1,1,13.05937,80.1287,3.95,7342.5
EV-043,Kona Electric,29.7,69.4,13.11232,80.14241,3.81,14385.9
EV-044,Ioniq 5,32.9,11.9,13.01415,80.33631,4.14,14392.1
EV-029,Ioniq 5,33.5,5.4,13.05528,80.2927,4.17,11545
EV-013,MG ZS EV,29.4,26.3,13.32617,80.30299,4.59,14702.2
EV-012,MG ZS EV,32.8,41.3,13.08581,80.1844,3.73,14970.2
EV-095,Model 3,38.8,17,12.92497,80.23692,3.86,13279.4
EV-046,Model Y,39.7,59.4,13.05001,80.13692,3.64,1197.2
EV-002,Model Y,29.6,42.7,12.9981,80.2029,3.61,6393.5
EV-035,MG ZS EV,41.2,58.1,13.09544,80.26887,3.74,8014.1
EV-087,Model Y,33.5,51.5,13.01155,80.29693,4.13,1865.6
EV-081,Model Y,31.1,24.5,13.06575,80.21367,4.33,12130.4
EV-090,Kona Electric,33.8,6.9,13.02351,80.31487,3.93,2234.5
EV-008,Kona Electric,38.7,51.4,13.09847,80.26764,4.33,5753
EV-093,Model Y,32.4,20.5,13.03251,80.25263,3.17,1038.3
EV-026,Nexon EV,36.2,56.2,13.11125,80.27739,4.71,7871.3
EV-074,XUV400,30.7,0,13.23859,80.43867,4.23,8957.6
EV-090,Kona Electric,36.6,70.5,12.99035,80.25782,3.32,11029
EV-034,MG ZS EV,42.2,40,13.14061,80.34688,4.18,5095.2
EV-007,XUV400,30.4,51.7,12.88647,80.3144,3.8,8860
EV-068,Model Y,30.8,0,13.06408,80.25085,3.16,11013.5
EV-058,Model Y,25.5,6.7,13.10101,80.14668,4.02,11431.7
EV-075,Kona Electric,39.1,20,13.02286,80.22052,4.36,4528.1
EV-029,Ioniq 5,32.8,16.4,12.93971,80.27681,4.39,1020.2
EV-036,Kona Electric,27.9,10.1,13.07966,80.26232,4.1,569.1
EV-089,XUV400,35.4,0,13.20527,80.37443,4.38,11522.1
EV-021,Ioniq 5,28,62.3,13.07098,80.21202,3.83,5784.7
EV-036,Kona Electric,36.7,27.6,13.12739,80.25896,4.09,2013.5
EV-010,MG ZS EV,37.8,0,13.17285,80.31361,3.72,2771.4
EV-073,Model Y,36.9,33,13.28042,80.24845,3.86,11493.4
EV-024,Model Y,31.8,19.7,12.99852,80.34859,3.9,8985.5
EV-064,Nexon EV,25.8,0,13.00677,80.18369,4.11,7523.5
EV-099,Kona Electric,43.9,54.4,13.05932,80.14912,4.13,9347
EV-049,Nexon EV,44.8,67.8,13.13193,80.24779,3.3,2066.8
EV-099,Kona Electric,31.8,25,12.89704,80.26502,3.44,4789
EV-036,Kona Electric,28.9,0,13.135,80.28815,4.58,5614.1
EV-082,Model 3,45.3,61.5,13.09456,80.28178,3.28,4720.9
EV-096,Ioniq 5,36.9,18.8,13.03998,80.23803,4.2,12966.9
EV-024,Model Y,26.9,32.2,13.11674,80.15006,4.1,8723.4
EV-023,Model 3,33.4,19.5,13.15387,80.2612,3.86,10941.2
EV-062,Model 3,31.6,6,13.16494,80.18756,4.24,3554.4
EV-096,Ioniq 5,36.2,24.9,13.08388,80.27634,3.52,3964.8
EV-037,Model 3,34.5,20.3,13.10878,80.18206,4.65,3383.9
EV-012,MG ZS EV,30.5,8.8,13.10577,80.30104,5.05,10321.3
EV-055,Nexon EV,39.7,56.5,13.1812,80.40413,4.26,5238.9
EV-013,MG ZS EV,31.7,16.1,13.1132,80.21262,3.68,6079.2
EV-023,Model 3,58.6,79.7,13.13432,80.16949,2.17,10638.3
EV-089,XUV400,37.8,43.3,13.15411,80.36226,4.19,14577.1
EV-099,Kona Electric,33.5,12.9,13.23939,80.41206,3.48,2432.3
EV-030,XUV400,45.3,33.7,13.03583,80.17105,3.83,944.8
EV-017,Ioniq 5,28,23.7,13.21276,80.26338,4.61,2926.7
EV-062,Model 3,35.5,33.5,13.28039,80.30964,4.65,11025.7
EV-084,Ioniq 5,34.2,58,13.04094,80.24988,4.43,2923.4
EV-089,XUV400,37.5,19.2,13.06536,80.13057,4.04,8767.4
EV-086,Model 3,34.8,44,13.04842,80.16087,4.36,8856.8
EV-013,MG ZS EV,34.9,0,13.13525,80.16928,3.2,4419.9
EV-059,Nexon EV,34.5,0,12.93377,80.18749,3.4,1035.6
EV-019,Model 3,40.2,35.7,13.04274,80.27765,3.88,5991
EV-049,Nexon EV,36.1,12.1,13.06081,80.35852,4.34,2805.8
EV-100,Kona Electric,34.6,30.6,13.05381,80.1621,3.83,2771.2
EV-012,MG ZS EV,29.1,34.2,13.05301,80.20783,4.32,7841.2
EV-061,Ioniq 5,39.9,23.7,13.04356,80.1819,3.54,10098.5
EV-019,Model 3,39,0,13.14489,80.29377,4.04,1135.8
EV-076,MG ZS EV,33.6,52.6,13.12576,80.20495,4.07,8676.9
EV-009,Model 3,37.5,15.2,13.21897,80.18984,4.3,3696.8
EV-071,Model Y,33.2,58.7,13.14509,80.14294,3.55,10101.1
EV-028,Model 3,37.8,40,12.99489,80.37948,4.01,12154.2
EV-078,Nexon EV,41.3,60.7,13.0691,80.44586,3.07,12106.2
EV-095,Model 3,29.9,0,13.0606,80.27743,3.96,5551.1
EV-052,MG ZS EV,39.2,56,13.10312,80.38955,4.21,8511.2
EV-083,Ioniq 5,39,22.8,13.17016,80.22535,3.89,11906.5
EV-016,MG ZS EV,34.7,27.4,13.09757,80.27063,3.7,916.8
EV-069,Model Y,30,11.3,13.09778,80.3228,4.31,9086.3
EV-099,Kona Electric,30.7,40,13.0835,80.21056,4.91,12548.6
EV-012,MG ZS EV,33.6,29.7,13.14755,80.25794,4.87,5588.5
EV-025,XUV400,34,65.5,13.03719,80.24807,3.69,6833.8
EV-052,MG ZS EV,31,7.6,12.96614,80.30572,4.31,10482.4
EV-085,Ioniq 5,35.3,46.6,13.13427,80.27567,4.62,1022.9
EV-100,Kona Electric,43.3,61,13.11271,80.21251,3.78,5787.6
EV-053,Kona Electric,35.8,28.6,13.18857,80.24663,4.18,4439.2
EV-023,Model 3,54.2,78.7,12.88847,80.35988,3.06,259.8
EV-016,MG ZS EV,21.9,0,13.07467,80.31461,4.95,2943.6
EV-057,Model 3,33.6,0,13.09124,80.30765,4.29,5941.3
EV-039,Model Y,29.7,0,12.96183,80.45118,3.89,2965.4
EV-053,Kona Electric,31.5,35.8,13.07577,80.18022,3.77,9038
EV-042,Ioniq 5,35.9,33.4,13.17765,80.32748,3.26,6732.5
EV-058,Model Y,31.5,0,13.24959,80.27508,3.37,597
EV-039,Model Y,37.4,0,13.16129,80.29821,3.71,4129.2
EV-014,XUV400,38.3,48.9,13.05674,80.28528,4.29,297.1
EV-095,Model 3,35.6,59.2,13.18362,80.21458,3.85,5375.2
EV-005,MG ZS EV,41.7,67,13.15561,80.1879,3.06,3890.4
EV-035,MG ZS EV,37.3,53.7,13.04395,80.27069,3.46,10324.4
EV-087,Model Y,32.9,54.1,13.03616,80.20813,3.93,4614.6
EV-093,Model Y,30.8,0,13.06922,80.24113,4.67,5630.5
EV-075,Kona Electric,36.3,26.4,12.99863,80.33455,3.56,10881.4
EV-018,XUV400,38.3,49.7,13.05784,80.17255,4.09,7216.4
EV-076,MG ZS EV,37,27.7,13.12164,80.25536,3.82,8349
EV-009,Model 3,32.7,27.4,13.16578,80.35506,3.83,12621
EV-074,XUV400,33.6,0,13.05239,80.23013,3.53,3107.3
EV-058,Model Y,37.4,39.8,13.19377,80.38826,4.25,14837.8
EV-017,Ioniq 5,35.4,23.1,13.13471,80.14664,3.81,13502.1
EV-007,XUV400,36,31.7,13.13835,80.41625,3.86,4301.9
EV-046,Model Y,45.7,23.4,13.00918,80.27214,4.38,13394.6
EV-013,MG ZS EV,41.3,31.4,13.22732,80.16441,4.41,11310.6
EV-040,Kona Electric,33.5,0,13.12697,80.33735,3.71,13961.7
EV-042,Ioniq 5,28,0,13.05609,80.30517,4.12,10368.6
EV-009,Model 3,36.9,53,13.04197,80.38127,4.2,10118.8
EV-050,MG ZS EV,43.8,30.7,13.05786,80.14782,3.93,56.9
EV-027,Model Y,29.2,0,13.00123,80.18301,4.27,7121.8
EV-066,XUV400,38.5,60.8,13.16176,80.3323,3.56,3008
EV-005,MG ZS EV,32.6,14.3,13.00943,80.47466,3.86,4864.6
EV-029,Ioniq 5,38.2,36,13.10589,80.31672,3.63,14682.3
EV-037,Model 3,29.8,0,13.04671,80.32911,4.68,1287.1
EV-038,Model Y,39.3,53.7,13.13636,80.2098,3.63,10838.7
EV-083,Ioniq 5,32.4,20.3,13.14724,80.25615,3.68,2598.3
EV-008,Kona Electric,40.7,17.9,13.03119,80.22111,3.58,116
EV-065,Model 3,35.5,57.4,13.07999,80.31089,3.79,7523.8
EV-086,Model 3,39.9,25,12.96723,80.34506,3.59,2422.4
EV-017,Ioniq 5,32.5,28.7,13.21874,80.28556,3.71,14482.2
EV-071,Model Y,31.2,28.9,13.16814,80.33434,4.32,3059.4
EV-089,XUV400,32.2,31.1,12.97106,80.2684,4.18,2884.6
EV-045,MG ZS EV,23.4,0,13.01335,80.37667,3.46,487.3
EV-004,Kona Electric,39.6,45,13.07191,80.20178,4.29,4950.6
EV-036,Kona Electric,32.8,55.3,13.0858,80.38397,3.81,366.6
EV-070,Kona Electric,32.3,17.7,13.02782,80.21341,4.45,7485.8
EV-031,Model Y,36.4,4.8,12.99111,80.27201,4.57,7586.6
EV-019,Model 3,35.6,0,13.1143,80.17516,3.36,803.4
EV-061,Ioniq 5,26.4,13,13.22186,80.31118,4.31,3604.7
EV-054,XUV400,38,37.4,13.08707,80.28122,4.65,12482.4
EV-039,Model Y,45,60.8,13.05936,80.32979,3.77,6940.9
EV-091,Model 3,30.2,11.5,13.05095,80.132,4.28,6522
EV-074,XUV400,43.5,74.7,12.99496,80.28141,3.5,10483.2
EV-090,Kona Electric,33.2,57.6,13.02894,80.30298,4.14,10724.7
EV-019,Model 3,37.5,29.6,13.17359,80.19161,4.15,11430.6
EV-039,Model Y,41.4,73,12.91703,80.31334,2.63,12458.1
EV-067,Model 3,40.4,42.4,13.08831,80.08693,3.95,3487.6
EV-045,MG ZS EV,38.9,32.8,13.08494,80.26048,3.93,1000.4
EV-013,MG ZS EV,29.2,33.3,13.09217,80.3837,4.29,5707.1
EV-092,Model 3,36.8,34.2,13.14089,80.25979,4.47,12827.2
EV-058,Model Y,42,22.6,13.08759,80.21317,3.91,1175
EV-020,Model Y,24.4,27.9,13.04638,80.26553,3.51,8641.4
EV-092,Model 3,40.5,30.7,13.03017,80.27862,4.12,10517.7
EV-072,Kona Electric,42.9,23.7,13.18657,80.34241,3.69,7223.7
EV-061,Ioniq 5,24.6,0,13.16598,80.28109,3.76,3831.4
EV-039,Model Y,34.3,47.3,13.31291,80.33166,4.91,4898
EV-001,Kona Electric,40.9,52.9,13.06022,80.27806,3.57,1079.4
EV-003,XUV400,29.4,15.1,13.03164,80.21075,3.37,4392.3
EV-077,Ioniq 5,41.9,25.6,13.11895,80.15855,4.24,670.4
EV-092,Model 3,42.2,40.8,13.11702,80.30043,4.28,10896.2
EV-062,Model 3,32,57.7,13.13361,80.073,4.1,13470.4
EV-063,Model 3,33.3,41.9,13.15047,80.12948,4.34,9504.5
EV-025,XUV400,38.4,21,13.13283,80.15886,4.06,9852.3
EV-056,Kona Electric,39.3,30,13.1687,80.32787,4.06,7084.8
EV-033,Nexon EV,43.1,0,13.17934,80.15152,4.38,2344.8
EV-038,Model Y,31.5,32.9,13.18077,80.30831,4.64,120.8
EV-006,XUV400,46.5,60.4,12.90179,80.18814,3.17,5162.9
EV-058,Model Y,34.3,57.6,13.10129,80.25898,3.51,11273.6
EV-044,Ioniq 5,36.2,13.8,13.00884,80.26569,4.25,14406.7
EV-045,MG ZS EV,44,62.8,13.16714,80.25778,3.75,6469.1
EV-032,Nexon EV,20,14,12.90012,80.21897,3.28,5484
EV-045,MG ZS EV,40.9,35.9,13.20024,80.14539,3.77,6692.1
EV-061,Ioniq 5,42.7,31.3,13.01352,80.27285,4.12,6419.5
EV-047,Kona Electric,45.4,65.9,12.99519,80.31531,3.58,9390.1
EV-021,Ioniq 5,42.3,0,13.1112,80.32504,3.86,11013.5
EV-080,Model 3,43.4,55.2,13.05284,80.27724,4.73,11775.4
EV-085,Ioniq 5,35.1,48.4,13.22505,80.29131,3.92,9745.8
EV-075,Kona Electric,38.2,0,13.19174,80.20901,4.09,6568.7
EV-036,Kona Electric,30.5,12.1,13.04183,80.30666,4.05,14251.8
EV-099,Kona Electric,37.9,45.5,13.1661,80.30371,4.07,10666.7
EV-019,Model 3,37.2,8.6,13.03908,80.24688,4.02,6402.7
EV-020,Model Y,41.7,62.5,13.03839,80.27455,2.82,6701.5
EV-057,Model 3,46.4,63.5,13.13983,80.26856,3.21,12270.6
EV-018,XUV400,48.1,30.5,13.19917,80.30722,3.83,6610.9
EV-047,Kona Electric,29.3,24.7,13.04741,80.14719,4.33,7746.5
EV-049,Nexon EV,38.9,71.5,13.05351,80.1456,3.35,4376.8
EV-014,XUV400,36.5,24,13.1068,80.14976,3.67,12584.5
EV-015,Model Y,29.7,0,13.01118,80.23512,4.38,7836.7
EV-031,Model Y,31.6,0,13.20793,80.30712,4.54,8290.3
EV-001,Kona Electric,39.1,27.2,13.01042,80.09102,3.39,13210.7
EV-054,XUV400,41.8,54.6,13.03204,80.27822,3.85,13808.2
EV-003,XUV400,39.5,52.3,13.22408,80.3662,2.79,12363.8
EV-016,MG ZS EV,36.5,31.3,13.09987,80.29255,3.88,985.2
EV-087,Model Y,30.9,0,13.23819,80.10919,4.75,6655.4
EV-057,Model 3,41.3,18.7,13.06516,80.31239,4.04,5153.2
EV-075,Kona Electric,46.2,49.4,13.28426,80.29008,3.34,3206.7
EV-012,MG ZS EV,40.9,31.8,13.13195,80.24329,3.46,13634.8
EV-074,XUV400,28.7,20,13.02251,80.28524,3.63,13351.6
EV-096,Ioniq 5,30.7,0,13.02127,80.15903,3.73,6982.1
EV-016,MG ZS EV,36.2,26.3,12.96612,80.27478,3.24,2022.7
EV-072,Kona Electric,33.6,52.3,12.97487,80.30899,3.99,205.4
EV-076,MG ZS EV,35.4,24.9,13.02994,80.21527,4.22,6579.8
EV-024,Model Y,34.3,18.3,13.00337,80.23303,3.86,604.1
EV-028,Model 3,39.7,18.6,12.87647,80.22529,4.82,9145.3
EV-008,Kona Electric,35.3,48.4,13.15002,80.23268,3.76,9128.1
EV-092,Model 3,37.8,0,13.14473,80.20429,4.48,13484.6
EV-036,Kona Electric,31.2,33.4,13.10737,80.20905,3.44,2854.8
EV-090,Kona Electric,31.1,26.7,12.9919,80.31199,4.12,5574.1
EV-008,Kona Electric,37.6,62.3,13.21444,80.13128,3.83,12893.9
EV-058,Model Y,36.5,35.3,13.06845,80.28534,3.72,7117.1
EV-060,Model Y,20,0,13.01604,80.31183,4.07,900.6
EV-050,MG ZS EV,36.7,20.4,13.10131,80.16248,3.71,1666.2
EV-028,Model 3,48,62.1,13.09672,80.26458,3.49,12202.8
EV-092,Model 3,35.3,0,12.88248,80.19738,3.89,11156.7
EV-041,Ioniq 5,37.5,54.9,13.08022,80.36161,3.24,13138.8
EV-100,Kona Electric,29.4,23.4,13.09234,80.25425,4.21,1787.3
EV-064,Nexon EV,27.4,37.5,13.0524,80.38855,4.24,11407.4
EV-027,Model Y,27.4,30.5,12.97698,80.37648,3.85,9828.3
EV-063,Model 3,37.6,52.2,12.97934,80.29529,3.95,3488.2
EV-017,Ioniq 5,46.1,29.9,13.12383,80.44212,3.62,14608.7
EV-073,Model Y,23.8,44.9,13.14363,80.14474,3.5,8557.5
EV-033,Nexon EV,42.3,57,13.04686,80.38633,3.6,13603.6
EV-084,Ioniq 5,29.8,10,13.11329,80.24925,4.28,12887.1
EV-077,Ioniq 5,36,47.1,13.04607,80.26056,3.93,5000.2
EV-092,Model 3,34.5,59.7,13.01444,80.2338,3.53,8041.7
EV-029,Ioniq 5,25.2,0,13.09986,80.1547,4.13,6473.4
EV-013,MG ZS EV,32.6,0,12.99077,80.31627,3.63,10637.6
EV-046,Model Y,41.6,69.4,13.2342,80.17144,3.02,8822.7
EV-035,MG ZS EV,35.3,0,12.9677,80.22342,3.86,11773.9
EV-006,XUV400,31,61.7,13.10541,80.22696,3.33,181.2
EV-082,Model 3,41.2,40.3,13.09472,80.35035,3.52,10318.5
EV-069,Model Y,36.5,0,13.08762,80.26481,4.36,4789.4
EV-047,Kona Electric,39.5,45,13.20137,80.0752,4.88,3367.2
EV-025,XUV400,35.3,45,12.8678,80.19878,3.38,12019.6
EV-066,XUV400,36.3,23.2,13.11564,80.14573,3.83,1342.9
EV-010,MG ZS EV,31.2,0,13.06083,80.3109,4.07,3430.8
EV-056,Kona Electric,36.8,0,13.12942,80.17607,3.31,3060
EV-030,XUV400,32.1,15.7,13.08707,80.22223,3.91,6300.3
EV-005,MG ZS EV,40.8,68.5,13.0767,80.41073,3.47,4838.4
EV-033,Nexon EV,29.6,52.2,12.98611,80.32164,4.05,10808.4
EV-065,Model 3,36.7,26.6,13.02885,80.17753,3.69,10492.1
EV-018,XUV400,28.3,0,13.33322,80.3367,3.77,4885.4
EV-096,Ioniq 5,39,37.2,13.13015,80.21327,4.39,6557.5
EV-049,Nexon EV,38.8,23.5,13.16691,80.3365,4.17,3122.6
EV-011,Kona Electric,35.3,53.1,13.05455,80.23771,4.13,10064.2
EV-085,Ioniq 5,37.5,44.8,13.01425,80.1939,3.3,5946.4
EV-026,Nexon EV,38.9,50,13.14481,80.18642,3.63,1996.7
EV-063,Model 3,40.2,52.9,12.9304,80.29371,4.45,1913.3
EV-089,XUV400,35.9,0,13.03064,80.34374,3.97,4838.2
EV-086,Model 3,40.7,45.1,13.05433,80.30049,3.95,11211.1
EV-059,Nexon EV,31.7,13.5,13.1583,80.23609,3.97,387.4
EV-027,Model Y,46.6,55.3,13.1158,80.12691,4.4,3870.3
EV-049,Nexon EV,36.5,6.5,13.04487,80.21955,3.7,2441.5
EV-077,Ioniq 5,44.8,48,13.11222,80.17054,4.21,14347.4
EV-033,Nexon EV,42.2,70.6,13.05845,80.38019,3.59,10580.7
EV-098,Ioniq 5,34,0,13.1683,80.23882,3.45,3502.3
EV-099,Kona Electric,34,21.5,13.10159,80.29473,3.88,3115.9
EV-001,Kona Electric,35.9,51.2,13.22162,80.24321,3.54,12871.2
EV-021,Ioniq 5,39.5,21.5,13.06048,80.30507,3.49,2857.4
EV-055,Nexon EV,35.9,21.7,13.18073,80.32815,4.48,14955.9
EV-006,XUV400,35,30.7,13.08993,80.45698,3.51,4238.1
EV-092,Model 3,26.9,0,13.02692,80.23423,4.3,1269.6
EV-081,Model Y,46.9,59,13.29083,80.35415,3.35,10365.7
EV-069,Model Y,35.1,21.1,13.18748,80.29293,4.54,9146.6
EV-095,Model 3,25.9,0,13.10145,80.22445,3.83,14997.3
EV-005,MG ZS EV,35.2,22.9,13.14398,80.23016,4.13,12032.3
EV-003,XUV400,35.6,38.1,12.99614,80.30837,3.77,6435.4
EV-053,Kona Electric,32,9.9,12.99896,80.24697,3.13,10150.8
EV-023,Model 3,37.8,24.4,13.17183,80.27909,3.33,12268.7
EV-053,Kona Electric,34.2,26.4,13.08308,80.32387,3.24,7708.3
EV-037,Model 3,32.5,17.2,13.07023,80.47032,4.1,4096.7
EV-074,XUV400,45.3,54.1,13.05966,80.2733,3.8,3155.5
EV-074,XUV400,25.2,15.9,13.09487,80.18045,4.24,4432.7
EV-083,Ioniq 5,35.5,31.4,13.06236,80.30254,3.73,12721.8
EV-017,Ioniq 5,38,11.6,12.92013,80.23198,3.13,5709.6
EV-085,Ioniq 5,39.4,35.6,13.19597,80.42219,4.52,4303.5
EV-078,Nexon EV,40,24.3,13.07386,80.23093,4.4,12089.3
EV-073,Model Y,44.6,20.5,13.22922,80.27217,4.15,483.6
EV-001,Kona Electric,46.1,47,12.94172,80.32053,4.39,8911.4
EV-051,XUV400,30.5,35.3,12.94141,80.31,3.96,13105.1
EV-045,MG ZS EV,26.2,18.5,13.06067,80.38192,4.11,6154.2
EV-077,Ioniq 5,39.1,45.7,13.1609,80.3241,3.71,4043.4
EV-004,Kona Electric,29.5,35.5,12.98513,80.45814,3.57,7378.2
EV-062,Model 3,24.3,16,12.98202,80.30666,3.37,10763.6
EV-065,Model 3,36.5,24.1,13.11246,80.37463,3.7,7751.5
EV-032,Nexon EV,38.8,33.2,13.05767,80.23316,5.06,119.5
EV-034,MG ZS EV,47.3,56.3,13.12623,80.42869,3.13,1179.5
EV-092,Model 3,44.1,68.8,13.0591,80.24288,3.15,10821.3
EV-095,Model 3,47.4,48.3,13.11351,80.38958,3.94,6002.3
EV-072,Kona Electric,36.5,22.9,13.19199,80.34205,4.96,11772.7
EV-039,Model Y,29.2,23.7,12.9853,80.27603,3.58,9744.1
